Dung lượng RAM,Wi-Fi,Loại CPU,4star,Tính năng đặc biệt,3star,Ổ cứng,Bluetooth,old_price,Chất liệu tấm nền,Loại card đồ họa,Khe đọc thẻ nhớ,item_name,Hệ điều hành,2star,Công nghệ màn hình,Công nghệ âm thanh,5star,comment_count,Độ phân giải màn hình,Webcam,Kích thước,Loại RAM,Độ phân giải ,Trọng lượng,Màn hình cảm ứng,Cổng giao tiếp,1star,Chất liệu,url,Kích thước màn hình,Đèn bàn phím,Pin,special_price
16GB,Intel Wi-Fi 6 with Gig+ performance (802.11AX),AMD Ryzen 7 5800HS,0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0, 512GB SSD NVMe M.2 PCIe Gen 3 x 4,5.1,39.990.000,Tấm nền IPS,Geforce RTX 3060 6GB,Có,Laptop ASUS Gaming ROG Zephyrus G15 GA503QM-HQ097T,Windows 10 SL 64 Bit,0,"15.6 WQHD WV,300NITS,DCI-P3:100%, 165Hz AdaptiveSync, Nanoedge",2 loa,0,19,2560 x 1440 pixels (2K),, 360 (W) x 252 (D) x 18.9 (H) mm,DDR4 3200 MHz 16GB (8GB onboard +8GB),2K (Quad HD),2.0 KG,Không,"1 x Microphone-in/Headphone-out jack ,1 x Type-C USB3.1 thế hệ 2 , 1x Thunderbolt, 1 x HDMI, Hỗ trợ HDMI 2.0 , 4 x Cổng USB 3.0 Kiểu A",0,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g15-ga503qm.html,15.6 inches,Có,"90WHrs, 4S1P, 4-cell Li-ion",39.900.000
8GB,Intel® Wi-Fi 6 AX 201 (2x2),AMD Ryzen 7 - 5800U,0,"Ổ cứng SSD, Wi-Fi 6, Bảo mật vân tay",0,SSD 512 GB NVMe PCIe,v5.0,25.590.000,Tấm nền IPS,Radeon Vega Graphics,Có,Laptop HP ProBook 445 G8 3G4Z9PA,Windows 10 Home SL ,0,Màn hình chống loá,Realtek High Definition Audio,0,3,1920 x 1080 pixels (FullHD),HD 720p ,32.4 x 22.5 x 1.79 cm,"DDR4 3200Mhz, 2 khe cắm",Full HD,1.74 Kg,Không,1 x USB 3.1 Gen 1 Type-A (supports power port) 2 x USB 3.1 Gen 1 Type-A (one port supports charging) 1 x USB 3.1 Gen 1 Type-C (supports DisplayPort) 1 x HDMI 1 x RJ-45 1 x Headphone/Microphone combo audio jack,0,Vỏ nhựa,https://cellphones.com.vn/laptop-hp-probook-445-g8-3g4z9pa.html,15.6 inches,Có,3-cell Li-ion,24.190.000
4GB,Wi-Fi 6(802.11ax),"Intel® Core™ i3-1115G4, 4.10 GHz 6MB ",0,"Ổ cứng SSD, Wi-Fi 6",0,512GB M.2 NVMe™ PCIe® 3.0 SSD,v 5.0,15.390.000,,Intel® UHD Graphics,,Laptop ASUS VivoBook A515EA-BQ1532T,Windows 10 Home,0,"16:9, 250nits, NTSC: 45%, màn hình chống chói",2 loa,0,8,1080 x 1920 pixels (FullHD),720p HD camera,35.90 x 23.50 x 1.79 ~ 1.79 cm,4GB DDR4 on board,Full HD,1.80 kg,Không,1x USB 3.2 Gen 1 Type-A  1x USB 3.2 Gen 1 Type-C  2x USB 2.0 Type-A  1x HDMI 1.4  1x Headphone out,0,,https://cellphones.com.vn/laptop-asus-vivobook-a515ea-bq1532t.html,15.6 inches,,"3 Cell, 42 Wh ",14.990.000
8GB,802.11 AX (2x2),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,0,Ổ cứng SSD,0,512GB SSD M.2 NVMe™ PCIe® 3.0,v5.0,19.990.000,Tấm nền OLED/AMOLED,Intel Iris Xe Graphics ,Có,Laptop ASUS Vivobook A515EA-L11171T,Windows 10 Home SL ,0,1x Type-A USB 3.2 Gen 1 1x Type-C USB 3.2 2x USB 2.0 port(s) 1x HDMI 1.4 FingerPrint,Harman Kardon,0,13,1920 x 1080 pixels (FullHD),HD 720p ,35.90 x 23.50 x 1.79 cm,8GB DDR4 on board,Full HD,1.8 kg,Không,1x Type-A USB 3.2 Gen 1 1x Type-C USB 3.2 2x USB 2.0 port(s) 1x HDMI 1.4 FingerPrint,0,Vỏ nhựa,https://cellphones.com.vn/laptop-asus-vivobook-a515ea-l11171t.html,15.6 inches,,3 Cells 42WHrs,19.490.000
8GB,Wi-Fi 6 (802.11ax),"Intel Core i7-11370H, upto 4.80 GHz, 4 nhân 8 luồng, 12MB Cache",0,"Ổ cứng SSD, Wi-Fi 6",0,SSD 512GB M.2 NVMe PCIe 3.0,v5.1,28.990.000,Tấm nền IPS,NVIDIA GeForce RTX 3050 4GB GDDR6 + Intel Iris Xe Graphics,Có,Laptop ASUS TUF Dash F15 FX516PC-HN001T,Windows 10 Home SL ,0,Tần số quét 144Hz,2 loa,0,6,1920 x 1080 pixels (FullHD),,36.0 x 25.2 x 1.99 ~ 1.99 cm,"DDR4-3200MHz, 2 khe cắm",Full HD,2 Kg,Không,1x 3.5mm Combo Audio Jack 1x HDMI 2.0b 3x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery,0,,https://cellphones.com.vn/laptop-asus-tuf-gaming-dash-f15-fx516pc-hn001t.html,15.6 inches,Có,4-cell 76WHrs,27.690.000
8GB,802.11b/g/n/ac ,Core i5 1135G7 2.4Ghz-8Mb,0,Ổ cứng SSD,0,256 GB PCIe® NVMe™ M.2 SSD,v5.0,19.990.000,,Intel® Iris® Xe Graphics,Có,Laptop HP 15-HP 15 T-DW300 1A3Y3AV,Windows 10 Home SL ,0,,,0,15,1366 x 768 pixels (HD+),HD 720p ,35.84 x 24.21 x 1.98 cm,"8GB (2x4GB) DDR4-2666, 2 khe cắm tối đa 16GB",HD,1.75 kg,Không,1 x multi-format SD media card reader 1 x SuperSpeed USB Type-C® 5Gbps signaling rate 2 x SuperSpeed USB Type-A 5Gbps signaling rate 1 x HDMI 1.4b 1 x RJ-45 1 x AC smart pin 1 x headphone/microphone combo,0,Vỏ nhựa,https://cellphones.com.vn/laptop-hp-15-hp-15-t-dw300-1a3y3av.html,15.6 inches,Không,"3-cell, 41 Wh",17.290.000
8GB,Wi-Fi 5 (2x2),"AMD Ryzen 5 5500U (tối đa 4,0 GHz, 8 MB bộ nhớ đệm L3, 6 lõi, 12 luồng)",0,Ổ cứng SSD,0,256 GB PCIe® NVMe™ M.2 SSD,v4.2,18.990.000,,AMD Radeon™ Graphics,Có,Laptop HP 15 Z-EF2000 2J4V7AV Nhập khẩu chính hãng,Windows 10 Home SL ,0,Màn hình chống loá,2 Loa,0,19,1366 x 768 pixels (HD+),HD 720p ,35.84 x 24.21 x 1.80 cm,"8GB (2x4GB) DDR4-3200Mhz, tối đa 16GB",HD,1.70 kg,Không,1 x SuperSpeed USB Type-C® 5Gbps signaling rate 2 x SuperSpeed USB Type-A 5Gbps signaling rate 1 x HDMI 1.4b 1 x AC smart pin 1 x headphone/microphone combo,0,,https://cellphones.com.vn/laptop-hp-15-z-ef2000-2j4v7av.html,15.6 inches,Không,"3-cell, 41 Wh ",16.990.000
4GB,802.11a/b/g/n/ac (1x1),"Intel® Pentium® Silver N5030 (1.1 GHz base frequency, up to 3.1 GHz)",0,Ổ cứng SSD,0,128 GB SATA M.2 SSD,4.2,11.990.000,,Intel® UHD Graphics 605,,Laptop HP 14-CF2033WM 3V7G4UA,,0,"220 nits, 45% NTSC",2 Loa,0,35,1366 x 768 pixels (HD+),HP True Vision 720p HD camera,32.4 x 22.59 x 1.99 cm,4 GB DDR4-2400 MHz RAM (1 x 4 GB),HD,1.47 kg,Không,1x SuperSpeed USB Type-C® 5Gbps  2x SuperSpeed USB Type-A 5Gbps 1x HDMI 1.4 1x RJ-45  1x AC smart pin  1x headphone/microphone combo,0,,https://cellphones.com.vn/laptop-hp-14-cf2033wm-3v7g4ua-pent.html,14 inches,,"3-cell, 41 Wh Li-ion",10.990.000
4GB,802.11a/b/g/n/ac (2x2),Intel Core i3-1005G1,0,"Ổ cứng SSD, Viền màn hình siêu mỏng",0,256GB SSD,v4.2,12.990.000,Tấm nền IPS,VGA Intel UHD Graphics,,Laptop HP 250 G8 389X8PA,Window 10,0,"Chống chói WLED, độ sáng 250nits, 45% NTSC ",HP Audio Boost ,0,31,1366 x 768 pixels (HD+), HD Webcam,35.79 x 24.21 x 1.98 cm,"DDR4 2 khe cắm, hỗ trợ tối đa 16GB",HD,1.74 kg ,Không,3 x USB-A 3.2 Gen1 1 x USB 3.2 Gen1 Type-C  1 x HDMI v1.4b  1x jack cắm tai nghe  1x RJ-45,0,Vỏ nhựa,https://cellphones.com.vn/laptop-hp-250-g8-389x8pa.html,15.6 inches,Không,3 Cell 41Whrs,11.990.000
8GB,"11ac, 2x2 ","AMD Ryzen 5 5500U (6C / 12T, 2.1 / 4.0GHz, 3MB L2 / 8MB L3)",0,Ổ cứng SSD,0,256GB SSD M.2 2242 PCIe 3.0x4 NVMe,v5.0,19.990.000,Tấm nền TN,Integrated AMD Radeon Graphics,Có,Laptop Lenovo Ideapad 3 15ALC6,Windows 10 Home SL ,0,"Màn hình chống loá, 250nits, 45% NTSC",2 loa,0,11,1920 x 1080 pixels (FullHD),HD 720p có màn trập,359.2 x 236.5 x 19.9 mm,"4GB DDR4-3200 + 4GB SO-DIMM DDR4-3200, Hỗ trợ tối đa 20GB",Full HD,1.65 kg,Không,1x power connector 1x card reader 1x HDMI 1.4b 1x headphone  microphone combo jack (3.5mm) 1x USB 2.0 2x USB 3.2 Gen 1,0,Vỏ nhựa,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15alc6-82ku003nus.html,15.6 inches,Có,45Wh,17.490.000
16GB,802.11 ax,"AMD Ryzen 9 5900HX Processor (8 x 3.30 GHz), Max Boost Clock up to 4.60 GHz",0,"Ổ cứng SSD, Wi-Fi 6",0,512GB SSD1 PCIe (M.2 2280),Bluetooth 5.1,43.990.000,,"NVIDIA GeForce RTX 3060 (6GB of GDDR6 SDRAM, Bus Width : 192-bit)",Có,Laptop Asus Gaming ROG Strix G17 G713QM-K4183T,Windows 10 Home Single Language 64-bit,0,"Tần số quét 165Hz, màn hình chống loá, 300 nits",2 loa,0,20,2560 x 1440 pixels (2K),,39.5 x 28.2 x 2.34 ~ 2.83 cm (W x D x H),"2 x 8GB DDR4/ 3200MHz, hỗ trợ tối đa 32GB",2K (Quad HD),2.73 kg,Không,"1 x USB 3.1 Gen 2 Type-C (support DisplayPort, Power Delivery) 3 x USB 3.1 Gen 1 Type-A 1 x HDMI 1 x RJ45 1 x Headphone/Microphone combo audio jack 1 x SSD2 PCIe (M.2 2280)",0,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-g713qm-k4183t.html,17.3 inches,Có,4 Cell Int (90Wh),41.490.000
8GB,Intel Wi-Fi 6 AX201D2W,Intel® Core™ i5-1035G7 1.20GHz/3.70GHz,1,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng, Bảo mật vân tay",0,512GB M.2 2280 NVMe SSD PCI-e,5,30.490.000,,Intel® Iris® Plus Graphics,Có,Laptop LG gram 2020 14ZD90N-V.AX55A5,Free OS,0,IPS,"DTS: X Ultra, Stereo Speaker (1.5W x 2)",1,13,1920 x 1080 pixels (FullHD),HD Webcam với Dual Mic.,323.4 x 209.8 x 16.8 mm,"DDR4 3200Mhz, không hỗ trợ nâng cấp",Full HD,999g,Không,"HDMI, USB 3.0 x 2, Micro-SD, RJ45 Ethernet, DC-In",0,Vỏ kim loại,https://cellphones.com.vn/laptop-lg-gram-14zd90n-v-ax55a5-2020-chip-core-i5-1035g7-ram-8gb-ssd-512gb-14inch.html,14 inches,Có,"72 Wh Li-Ion (9,450 mAh), 4 cell lithium ion (polymer)",24.280.000
8GB,Intel Wi-Fi 6 AX201D2W,Intel® Core™ i5-1035G7 1.20GHz/3.70GHz,0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng, Bảo mật vân tay",0,256GB M.2 2280 NVMe SSD PCI-e,5,28.990.000,Tấm nền IPS,Intel® Iris® Plus Graphics,Có,Laptop LG gram 2020 14Z90N-V.AR52A5,Windows 10 Home / Free OS,0,"60Hz, Chống chói Anti-Glare",DTS X:Ultra Audio,1,20,1920 x 1080 pixels (FullHD),HD webcam,323.4 x 209.8 x 16.8 mm,DDR4 3200Mhz,Full HD,999g,Không,"HDMI, USB 3.0 x 2, UFS, Micro SD, RJ45 Ethernet, DC-In",0,Vỏ kim loại,https://cellphones.com.vn/laptop-lg-gram-14z90n-v-ar52a5-2020-chip-core-i5-1035g7-ram-8gb-ssd-256gb-14inch.html,14 inches,Có,"72Wh Li-Ion (9,450mAh), 4 cell lithium ion (polymer)",22.890.000
8GB,Intel Wi-Fi 6 AX201D2W,Intel® Core™ i5-1035G7 1.20GHz/3.70GHz,0,"Ổ cứng SSD, Wi-Fi 6",0,512GB M.2 2280 NVMe SSD PCI-e,5,36.990.000,,Intel® Iris® Plus Graphics,Có,Laptop LG gram 2020 15Z90N-V.AR55A5,Windows 10 Home / Free OS,0,IPS,,0,8,1920 x 1080 pixels (FullHD),,357.6 x 225.3 x 16.8 mm,8GB Onboard DDR4 3200MHz (1 Khe cắm / Hỗ trợ tối đa 16GB),Full HD,"1,120g",Không,"HDMI, USB 3.0 x 3, UFS, Micro SD, RJ45 Ethernet, DC-In",0,,https://cellphones.com.vn/laptop-lg-gram-15z90n-v-ar55a5-2020-chip-core-i5-1035g7-ram-8gb-ssd-512gb-15inch.html,15 inches,,"80Wh Li-Ion (10,336mAh), 4 cell lithium ion (polymer)",29.080.000
8GB,Intel Wi-Fi 6 AX201D2W,Intel® Core™ i7-1065G7 1.30GHz/3.90GHz,0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng, Bảo mật vân tay",0,512GB M.2 2280 NVMe SSD PCI-e,5,42.490.000,Tấm nền IPS,Intel® Iris® Plus Graphics,Có,Laptop LG gram 2020 17Z90N-V.AH75A5,Windows 10 Home,0,"IPS, WQXGA (2560 x 1600)",DTS X:Ultra Audio,0,12,2560 x 1600 pixels (2K),HD webcam,380.6 x 262.6 x 17.4 mm,DDR4 (On board)3200 MHz,2K (Quad HD),"1,350g",Không,"HDMI, USB 3.0 x 3, Micro-SD UFS, Micro SD, RJ45 Ethernet, DC-In",0,,https://cellphones.com.vn/laptop-lg-gram-17z90n-v-ah75a5-2020-chip-core-i5-1065g7-ram-8gb-ssd-512gb-17inch.html,17 inches,Có,4 cell lithium ion (polymer),33.190.000
32GB,Intel Wi-Fi 6 with Gig+ performance (802.11AX) (2x2),Intel Core i9-11900H 2.5GHz up to 4.9GHz 24MB,0,"Ổ cứng SSD, Wi-Fi 6",0,2TB M.2 NVMe PCIe 4.0 SSD (2 slots),v5.2,71.990.000,Tấm nền IPS,NVIDIA GeForce RTX™ 3070 8GB GDDR6 With ROG Boost up to 1390MHz at 80W (100W with Dynamic Boost),Có,Laptop ASUS ROG Zephyrus M16 GU603HR-K8036T,Windows 10 Home SL ,0,"Tần số quét 165Hz, Màn hình chống loá, DCI-P3:100%",Dolby Atmos,0,4,2560 x 1600 pixel (2K),HD 720p ,35.5 x 24.3 x 1.99 ~ 2.23 cm,"DDR4 3200MHz, 1 khe cắm tối đa 48GB",2K (Quad HD),1.9 kg,Không,1x Thunderbolt 4 (supports DisplayPort and Power Delivery) 1 x USB 3.2 gen 2 Type-C (supports DisplayPort and Power Delivery) 1 x USB 3.2 gen 2 Type-A 1 x USB 3.2 gen 1 Type-A 1x HDMI 2.0b 1x RJ45 1x 3.5mm Combo Audio J,0,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-m16-gu603hr-k8036t.html,16 inches,Có,4 Cell 90WHr,68.990.000
8GB,802.11 a / b / g / n / ac,3.0GHz 6-core 8th-generation Intel Core i5 processor,0,Ổ cứng SSD,0,256GB SSD,v4.2,39.990.000,Tấm nền IPS,Radeon Pro 560X with 4GB of GDDR5 memory,Có,Apple imac 21.5 4K 2020 i5 3.0 8GB 256GB Radeon 560X Chính Hãng (MHK33),MacOS,0,Wide color (P3),,0,3,4096 x 2304 pixels (4K Retina),,45.0 x 52.8 x 17.5cm,2666MHz DDR4,Retina,5.48 kg,,"SDXC card slot (UHS-II) jack 3.5mm 4 x USB-A ports 2 x Thunderbolt 3 (USB-C) hỗ trợ: DisplayPort; Thunderbolt (up to 40 Gbps); USB 3.1 Gen 2 (up to 10 Gbps); Thunderbolt 2, HDMI, DVI, and VGA supported using adapters Gigabit Ethernet",0,,https://cellphones.com.vn/imac-21-5-inch-2020-4k-radeon-560x.html,21.5 inches,,,29.000.000
8GB,Wi-Fi 6(802.11ax),"Intel® Core™ i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)",0,"Ổ cứng SSD, Wi-Fi 6, Bảo mật vân tay",0,512GB M.2 NVMe™ PCIe® 3.0 SSD,v5.0,24.190.000,,Intel Iris Xᵉ Graphics,,Laptop ASUS ExpertBook B5 Flip B5302FEA-LG0557T,Windows 10 Home SL ,0,"Màn hình chống loá, sRGB: 100%, 300nits",,0,0,1920 x 1080 pixels (FullHD),HD 720p ,30.90 x 21.06 x 1.69 cm,"DDR4, không hỗ trợ nâng cấp",Full HD,1.20 kg,Không,1x USB 3.2 Gen 2 Type-A  2x Thunderbolt 4  1x HDMI 2.0b 1x micro HDMI (RJ45 lan)  1x 3.5mm Combo Audio Jack,0,,https://cellphones.com.vn/laptop-asus-expertbook-b5-flip-b5302fea-lg0557t.html,13.3 inches,Có,"66WHrs, 4-cell Li-ion",23.390.000
8GB,Wi-Fi 6(Gig+)(802.11ax),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,0,"Ổ cứng SSD, Wi-Fi 6, Bảo mật vân tay",0,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE/ SATA3),v5.0,22.990.000,Tấm nền IPS,NVIDIA GeForce MX350 2GB GDDR5 + Intel Iris Xe Graphics,Có,Laptop ASUS S533EQ,Windows 10 Home SL ,0,"Màn hình chống lóa, 300 nits, 6oHz, 100% sRGB",SonicMaster,0,23,1920 x 1080 pixels (FullHD),720p HD,35.98 x 23.38 x 1.61 (cm),"DDR4 3200MHz, không hỗ trợ nâng cấp",Full HD,1.8 kg,Không,1x Thunderbolt™ 4 USB-C® 1x USB 3.2 Gen 1 Type-A 2x USB 2.0 1x HDMI 1x Audio combo jack 1x MicroSD card reader 1x DC-in,0,Vỏ nhựa,https://cellphones.com.vn/laptop-asus-vivobook-s533eq-bn338t.html,15.6 inches,Có,3 Cells,21.990.000
4GB,2 x 2 802.11AC,Intel Core i3-1115G4,0,Ổ cứng SSD,0,"128GB M.2 NVMe SSD, trống 1 khe HDD 2,5 inch ",v5.0,16.990.000,,Intel UHD Graphics,,Laptop Lenovo Ideapad 3,,0,,"2 Loa, Dolby Audio",0,9,1080 x 1920 pixels (FullHD),720P,,"4GB DDR4 (onboard), trống 1 khe, tối đa 12GB",Full HD,"1,84kg",Không,,0,,https://cellphones.com.vn/laptop-lenovo-ideapad-3-81x80055us.html,15.6 inches,,,12.790.000
8GB,Wi-Fi 802.11ac,"Intel Core i5-1135G7 (8MB Cache, 2.4GHz, Turbo Boost 4.2GHz)",0,"Ổ cứng SSD, Bảo mật vân tay",0,512GB SSD (M.2 PCIe NVMe),v5.0,23.990.000,Tấm nền VA,"Intel Iris Xe Graphics, NVIDIA GeForce MX350 2GB GDDR5",Có,Laptop Dell Inspiron 5301 P121G002ASL,Windows 10 Home SL ,0,Màn hình chống loá,"2 x Loa (Âm thanh nổi), 2 x Microphone, High Definition (HD) Audio, Realtek ALC3204",0,4,1920 x 1080 pixels (FullHD),HD 720p ,,"LPDDR4x 4267MHz, không hỗ trợ nâng cấp",Full HD,1.23 kg,Không,"1 x Cổng HDMI 2.0 2 x Cổng USB Type-A 3.2 Gen 1 1 x Cổng USB Type-C 3.2 Gen 2 (DisplayPort, Power Delivery) 1 x Cổng âm thanh 3.5mm (Tai nghe & Microphone) 1 x Cổng microSD (Hỗ trợ SD, SDHX, SDXC) 1 x Cổng nguồn",0,Vỏ nhựa,https://cellphones.com.vn/laptop-dell-inspiron-5301-p121g002asl.html,13.3 inches,Có,3-Cell (40 Wh),23.490.000
16GB,Intel Wi-Fi 6 with Gig+ performance (802.11AX),AMD Ryzen 7 5800HS,0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0, 512GB SSD NVMe M.2 PCIe Gen 3 x 4,5.1,39.990.000,Tấm nền IPS,Geforce RTX 3060 6GB,Có,Laptop ASUS Gaming ROG Zephyrus G15 GA503QM-HQ097T,Windows 10 SL 64 Bit,0,"15.6 WQHD WV,300NITS,DCI-P3:100%, 165Hz AdaptiveSync, Nanoedge",2 loa,0,19,2560 x 1440 pixels (2K),, 360 (W) x 252 (D) x 18.9 (H) mm,DDR4 3200 MHz 16GB (8GB onboard +8GB),2K (Quad HD),2.0 KG,Không,"1 x Microphone-in/Headphone-out jack ,1 x Type-C USB3.1 thế hệ 2 , 1x Thunderbolt, 1 x HDMI, Hỗ trợ HDMI 2.0 , 4 x Cổng USB 3.0 Kiểu A",0,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g15-ga503qm.html,15.6 inches,Có,"90WHrs, 4S1P, 4-cell Li-ion",39.900.000
8GB,Intel® Wi-Fi 6 AX 201 (2x2),AMD Ryzen 7 - 5800U,0,"Ổ cứng SSD, Wi-Fi 6, Bảo mật vân tay",0,SSD 512 GB NVMe PCIe,v5.0,25.590.000,Tấm nền IPS,Radeon Vega Graphics,Có,Laptop HP ProBook 445 G8 3G4Z9PA,Windows 10 Home SL ,0,Màn hình chống loá,Realtek High Definition Audio,0,3,1920 x 1080 pixels (FullHD),HD 720p ,32.4 x 22.5 x 1.79 cm,"DDR4 3200Mhz, 2 khe cắm",Full HD,1.74 Kg,Không,1 x USB 3.1 Gen 1 Type-A (supports power port) 2 x USB 3.1 Gen 1 Type-A (one port supports charging) 1 x USB 3.1 Gen 1 Type-C (supports DisplayPort) 1 x HDMI 1 x RJ-45 1 x Headphone/Microphone combo audio jack,0,Vỏ nhựa,https://cellphones.com.vn/laptop-hp-probook-445-g8-3g4z9pa.html,15.6 inches,Có,3-cell Li-ion,24.190.000
4GB,Wi-Fi 6(802.11ax),"Intel® Core™ i3-1115G4, 4.10 GHz 6MB ",0,"Ổ cứng SSD, Wi-Fi 6",0,512GB M.2 NVMe™ PCIe® 3.0 SSD,v 5.0,15.390.000,,Intel® UHD Graphics,,Laptop ASUS VivoBook A515EA-BQ1532T,Windows 10 Home,0,"16:9, 250nits, NTSC: 45%, màn hình chống chói",2 loa,0,8,1080 x 1920 pixels (FullHD),720p HD camera,35.90 x 23.50 x 1.79 ~ 1.79 cm,4GB DDR4 on board,Full HD,1.80 kg,Không,1x USB 3.2 Gen 1 Type-A  1x USB 3.2 Gen 1 Type-C  2x USB 2.0 Type-A  1x HDMI 1.4  1x Headphone out,0,,https://cellphones.com.vn/laptop-asus-vivobook-a515ea-bq1532t.html,15.6 inches,,"3 Cell, 42 Wh ",14.990.000
8GB,802.11 AX (2x2),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,0,Ổ cứng SSD,0,512GB SSD M.2 NVMe™ PCIe® 3.0,v5.0,19.990.000,Tấm nền OLED/AMOLED,Intel Iris Xe Graphics ,Có,Laptop ASUS Vivobook A515EA-L11171T,Windows 10 Home SL ,0,1x Type-A USB 3.2 Gen 1 1x Type-C USB 3.2 2x USB 2.0 port(s) 1x HDMI 1.4 FingerPrint,Harman Kardon,0,13,1920 x 1080 pixels (FullHD),HD 720p ,35.90 x 23.50 x 1.79 cm,8GB DDR4 on board,Full HD,1.8 kg,Không,1x Type-A USB 3.2 Gen 1 1x Type-C USB 3.2 2x USB 2.0 port(s) 1x HDMI 1.4 FingerPrint,0,Vỏ nhựa,https://cellphones.com.vn/laptop-asus-vivobook-a515ea-l11171t.html,15.6 inches,,3 Cells 42WHrs,19.490.000
8GB,Wi-Fi 6 (802.11ax),"Intel Core i7-11370H, upto 4.80 GHz, 4 nhân 8 luồng, 12MB Cache",0,"Ổ cứng SSD, Wi-Fi 6",0,SSD 512GB M.2 NVMe PCIe 3.0,v5.1,28.990.000,Tấm nền IPS,NVIDIA GeForce RTX 3050 4GB GDDR6 + Intel Iris Xe Graphics,Có,Laptop ASUS TUF Dash F15 FX516PC-HN001T,Windows 10 Home SL ,0,Tần số quét 144Hz,2 loa,0,6,1920 x 1080 pixels (FullHD),,36.0 x 25.2 x 1.99 ~ 1.99 cm,"DDR4-3200MHz, 2 khe cắm",Full HD,2 Kg,Không,1x 3.5mm Combo Audio Jack 1x HDMI 2.0b 3x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery,0,,https://cellphones.com.vn/laptop-asus-tuf-gaming-dash-f15-fx516pc-hn001t.html,15.6 inches,Có,4-cell 76WHrs,27.690.000
8GB,802.11b/g/n/ac ,Core i5 1135G7 2.4Ghz-8Mb,0,Ổ cứng SSD,0,256 GB PCIe® NVMe™ M.2 SSD,v5.0,19.990.000,,Intel® Iris® Xe Graphics,Có,Laptop HP 15-HP 15 T-DW300 1A3Y3AV,Windows 10 Home SL ,0,,,0,15,1366 x 768 pixels (HD+),HD 720p ,35.84 x 24.21 x 1.98 cm,"8GB (2x4GB) DDR4-2666, 2 khe cắm tối đa 16GB",HD,1.75 kg,Không,1 x multi-format SD media card reader 1 x SuperSpeed USB Type-C® 5Gbps signaling rate 2 x SuperSpeed USB Type-A 5Gbps signaling rate 1 x HDMI 1.4b 1 x RJ-45 1 x AC smart pin 1 x headphone/microphone combo,0,Vỏ nhựa,https://cellphones.com.vn/laptop-hp-15-hp-15-t-dw300-1a3y3av.html,15.6 inches,Không,"3-cell, 41 Wh",17.290.000
8GB,Wi-Fi 5 (2x2),"AMD Ryzen 5 5500U (tối đa 4,0 GHz, 8 MB bộ nhớ đệm L3, 6 lõi, 12 luồng)",0,Ổ cứng SSD,0,256 GB PCIe® NVMe™ M.2 SSD,v4.2,18.990.000,,AMD Radeon™ Graphics,Có,Laptop HP 15 Z-EF2000 2J4V7AV Nhập khẩu chính hãng,Windows 10 Home SL ,0,Màn hình chống loá,2 Loa,0,19,1366 x 768 pixels (HD+),HD 720p ,35.84 x 24.21 x 1.80 cm,"8GB (2x4GB) DDR4-3200Mhz, tối đa 16GB",HD,1.70 kg,Không,1 x SuperSpeed USB Type-C® 5Gbps signaling rate 2 x SuperSpeed USB Type-A 5Gbps signaling rate 1 x HDMI 1.4b 1 x AC smart pin 1 x headphone/microphone combo,0,,https://cellphones.com.vn/laptop-hp-15-z-ef2000-2j4v7av.html,15.6 inches,Không,"3-cell, 41 Wh ",16.990.000
4GB,802.11a/b/g/n/ac (1x1),"Intel® Pentium® Silver N5030 (1.1 GHz base frequency, up to 3.1 GHz)",0,Ổ cứng SSD,0,128 GB SATA M.2 SSD,4.2,11.990.000,,Intel® UHD Graphics 605,,Laptop HP 14-CF2033WM 3V7G4UA,,0,"220 nits, 45% NTSC",2 Loa,0,35,1366 x 768 pixels (HD+),HP True Vision 720p HD camera,32.4 x 22.59 x 1.99 cm,4 GB DDR4-2400 MHz RAM (1 x 4 GB),HD,1.47 kg,Không,1x SuperSpeed USB Type-C® 5Gbps  2x SuperSpeed USB Type-A 5Gbps 1x HDMI 1.4 1x RJ-45  1x AC smart pin  1x headphone/microphone combo,0,,https://cellphones.com.vn/laptop-hp-14-cf2033wm-3v7g4ua-pent.html,14 inches,,"3-cell, 41 Wh Li-ion",10.990.000
